osm_type,osm_id,name,amenity,addr_city,addr_street,addr_housenumber,addr_postcode,website,phone,lat,lon
node,5414780541,Hoces del Turia,restaurant,,Calle Maestro Amblar,25,46167,,+34 670557771,39.6569869,-0.8917759
node,5428434384,Restaurante Bodegón La Viscaya,restaurant,,,,,,,38.5933212,-0.6745164
node,5440383738,Florida,restaurant,,,,,,,39.2765692,-0.3764616
node,5440579042,La Plaza,bar,,,,,,,39.2373531,-0.7724110
node,5440579043,Carmen Sáez Barberá,bar,,,,,,,39.2371950,-0.7723954
node,5448995889,Eddy's Street Food Garden,restaurant,,Carrer Lepant,21,,,,38.0846188,-0.6522023
node,5452270987,Bar Conchín,restaurant,,,,,,,39.5456214,-0.5661839
node,5455335936,Bar La Gloria,restaurant,,,,,,,38.9475496,-0.1942023
node,5455335937,Bar Nau,restaurant,,,,,,,38.9478301,-0.1946982
node,5455335938,Bar dels Jubilats,restaurant,,,,,,,38.9471823,-0.1940552
node,5455335941,Casa Sanchis,restaurant,Gandia,,,,,,38.9645145,-0.1812021
node,5455335946,El raconet de Pere,restaurant,,,,,,,38.9638478,-0.1816476
node,5455335949,Llúpol,bar,,,,,,,38.9644168,-0.1813288
node,5455335951,Pensat i Fet,restaurant,,,,,,,38.9489356,-0.1937353
node,5456162119,Monterrey,restaurant,,,,,,,38.8209435,-0.6166838
node,5456550206,Circulo's,cafe,,,,,,,38.7177436,-0.6574347
node,5457116362,Bar d'Almudin,restaurant,,,,,,,39.4604566,-0.3705314
node,5457556983,Bar El Pipa,restaurant,,,,,,,39.4623857,-0.3964779
node,5457556984,Bar Los Pitirris,restaurant,,,,,,,39.4612383,-0.3942892
node,5457556985,Cafetal Club,cafe,,,,,,,39.4618825,-0.3961180
node,5457556987,El Rincón de Jose III,restaurant,,,,,,,39.4631890,-0.3977613
node,5457808189,Cafecito,cafe,,,,,,,39.4645032,-0.3885496
node,5457808194,Menjant,restaurant,,,,,,,39.4748063,-0.4171102
node,5457892435,Liaopastel,cafe,,,,,,,39.4697960,-0.3850131
node,5459863045,Bar El Nabo,bar,,,,,,,40.0641100,-1.2851080
node,5459863060,Restaurante Casa Domingo,restaurant,,,,,,,40.0656393,-1.2828711
node,5460118951,Casa Soler,restaurant,,,,,,,39.4611520,-0.3364751
node,5460156043,El clavo,restaurant,,,,,,,39.4617272,-0.3343422
node,5460581821,Bar del Este,restaurant,València,Carrer de Sagunt,86,46009,,,39.4849778,-0.3745264
node,5464663296,Cafeteria la Panaderia,cafe,Castellón de la Plana / Castelló de la Plana,Calle Poeta Guimera,1,12001,,,39.9873765,-0.0385604
node,5464886621,John & Josephs,restaurant,Benidorm,Calle de Gerona,,,,,38.5367599,-0.1116499
node,5465240892,Restaurante Trujillo,restaurant,,,,,,,39.4479564,-0.4754859
node,5465240893,Asador Altamira,restaurant,,,,,,,39.4483789,-0.4758105
node,5469619906,Michelangelo,restaurant,València,Carrer de José María Haro (Magistrat),16,46022,,+34 963 55 28 26,39.4692741,-0.3381766
node,5473531946,La Bianca,cafe,,,,,,,39.4768829,-0.3273382
node,5474359051,El Glop,bar,,,,,,,39.4864803,-0.3592049
node,5478216500,Sueños,restaurant,,,,,,,39.4662121,-0.3297101
node,5483302000,La flama,bar,,,,,,,39.4790440,-0.3771126
node,5484673282,Gaston,restaurant,,,,,,,39.4821470,-0.3279431
node,5484752852,El raco del mar,restaurant,,,,,,,39.4813085,-0.3272449
node,5488419126,Casa Cultura,bar,,,,,,,39.0222711,-0.4171592
node,5494231513,Bar Musical,bar,,,,,,,39.6215012,-0.9098061
node,5494260042,Àrea de servei La Plana,cafe,,,,,,,39.8647052,-0.1232074
node,5494260358,Àrea de servei La Plana,cafe,,,,,,,39.8646409,-0.1221458
node,5495192722,Turco,restaurant,,,,,,,39.6071034,-0.2658218
node,5497218249,Casa Jaime,restaurant,Peníscola / Peñíscola,Avenida del Papa Luna,,12598,http://casajaimepeñiscola.com/,+34 964 48 00 30,40.3633897,0.4026022
node,5504990838,Simple Bar,restaurant,València,Avinguda d'Aragó,22,46021,,+34 960 22 15 76,39.4707563,-0.3578394
node,5506329264,Pizzeria Verdi Bianco,restaurant,Mislata,Carrer del Pare Santonja,23,46920,,+34 963 50 32 18,39.4718578,-0.4171933
node,5510899821,Restaurant Ponsoda,restaurant,,,,,,,38.6529943,-0.1778446
node,5513073153,Freiduria Maria,restaurant,,,,,,,40.3597371,0.4029313
node,5513181623,cervezas Alhambra,bar,,,,,,,38.3847108,-0.4120693
node,5513197794,Barrazero,restaurant,,,,,,,38.3817326,-0.4124019
node,5513306433,Bharat,restaurant,,Avinguda del Mestre José Garberí / Avenida Maestro José Garberí,13,,,,38.3844063,-0.4168787
node,5513306446,Que Tal,bar,,,,,,,38.3860748,-0.4174884
node,5513306456,Mister Galleta,cafe,,,,,,,38.3855644,-0.4168893
node,5513306457,Cafe Du Parc,cafe,,,,,,,38.3854265,-0.4167300
node,5513306469,Garberi,cafe,,,,,,,38.3818844,-0.4125821
node,5513306470,Cervezeria Kenzo,bar,,,,,,,38.3820934,-0.4122338
node,5514736821,Restaurante Casa Toni,restaurant,,,,,,,38.5401448,-0.1172936
node,5515153922,Estrella Galicia,restaurant,,,,,,,39.4768058,-0.3769649
node,5516030399,Confleti,bar,,,,,,,38.0636524,-0.8969873
node,5516034624,El Asador,restaurant,,Avenida Miguel de Unamuno,1E,,,,37.9888148,-0.6906255
node,5516044121,Bombay Palace,restaurant,,Avenida Miguel de Unamuno,1E,,,,37.9887980,-0.6909155
node,5517320174,Vips,restaurant,,Carrer de Tuéjar,,,,,39.5782654,-0.5282835
node,5517329748,Parquesol,restaurant,,Carrer del Trinquet,,,,,39.5932657,-0.5481628
node,5517334453,100 Montaditos,restaurant,,Carrer de Tuéjar,,,,,39.5781502,-0.5280990
node,5518701514,Cafeteria,cafe,,,,,,,40.4591363,0.4058019
node,5518911322,Tango,restaurant,,,,,,+34 965 83 16 57,38.6420956,0.0525815
node,5518921584,El Chiringuito,restaurant,,,,,,+34 965 83 81 14,38.6421453,0.0499544
node,5518972558,Acuarios,bar,,,,,,+34 965 87 44 00,38.6407711,0.0653342
node,5520319253,Portobello,cafe,València,Avinguda del Port,109,46022,,+34 962 06 38 77,39.4649524,-0.3488712
node,5521148859,Vista al Mar,restaurant,,,,,,,38.6474044,0.0738361
node,5521174439,Restaurante Chino Hong Fu,restaurant,,Carrer de Pedralba,,,,,39.5959325,-0.5858397
node,5522265323,Oliví,bar,,Carrer de Calatrava,4,46001,,+34 960622970,39.4758804,-0.3775327
node,5522391671,Gaby's,bar,Benidorm,Avinguda de Castelló,,03503,,,38.5350800,-0.1102112
node,5522391672,Tartan Bar,bar,Benidorm,Avinguda de Castelló,4,,,,38.5352829,-0.1101309
node,5522391673,De Leeuw,bar,Benidorm,,,,,,38.5352897,-0.1128197
node,5522391674,La Posada del Mar,restaurant,Benidorm,Carrer Colón,,,,,38.5358515,-0.1324093
node,5522391675,Un Posto Al Sole,restaurant,Benidorm,,,,,,38.5361795,-0.1324264
node,5522391676,Taberna del Colón,restaurant,Benidorm,Carrer Colón,3,03501,,,38.5362848,-0.1324312
node,5522391677,Pato Laqueado,restaurant,Benidorm,,,,,,38.5367499,-0.1330092
node,5522391678,Yellow Submarine,bar,Benidorm,Carrer de Sant Pere,1,03501,,,38.5366541,-0.1331577
node,5522391680,La Pinta Beach,restaurant,Benidorm,Carrer de Sant Pere,,,,,38.5372396,-0.1362993
node,5522391682,La Pinta,cafe,Benidorm,,,,,,38.5374223,-0.1379400
node,5522391684,A Bordo,bar,Benidorm,Avinguda de l'Armada Espanyola,,,,,38.5372841,-0.1388961
node,5522391686,Benipark Playa,cafe,Benidorm,Avinguda de l'Armada Espanyola,,,,,38.5372810,-0.1395566
node,5522417396,il Gusto,restaurant,Benidorm,Avinguda de l'Armada Espanyola,14,,,,38.5372541,-0.1451760
node,5522417398,Sol y Playa,restaurant,Benidorm,Avinguda de l'Armada Espanyola,16,,,,38.5372256,-0.1461503
node,5522417399,Amigos Bistro,restaurant,Benidorm,Avinguda de l'Armada Espanyola,19,,,,38.5369484,-0.1480133
node,5522417400,Daivel,restaurant,Benidorm,Avinguda de l'Armada Espanyola,21,03502,,,38.5367378,-0.1490103
node,5522417401,Las Delicias,cafe,Benidorm,Avinguda de l'Armada Espanyola,25,03502,,,38.5364554,-0.1506822
node,5522417402,Bolikki,restaurant,Benidorm,Avinguda de Vicent Llorca Alós,,,,,38.5335525,-0.1562159
node,5522417403,Ta'kiero,bar,Benidorm,Avinguda de Vicent Llorca Alós,14,,,,38.5333964,-0.1565253
node,5522417404,El Gusto,restaurant,La Cala de Finestrat,Avinguda Marina Baixa,,,,,38.5246212,-0.1652250
node,5522474721,El Rincón de los Pacos,restaurant,,,,,,,39.7488550,-0.9954567
node,5525250842,Bar Oasis,bar,Benidorm,Avinguda de Madrid - Avenida de Madrid,30,03503,,,38.5342290,-0.1089595
node,5525250843,Ben Gen,restaurant,Benidorm,Avinguda de Madrid - Avenida de Madrid,,,,,38.5342268,-0.1092922
node,5525250846,La Parada,bar,Benidorm,Carrer de València,1,03503,,,38.5363750,-0.1267575
node,5526265531,La Pulperia,restaurant,,,,,,,40.3601595,0.4014101
node,5527814505,The Thistle Bar,bar,Benidorm,Carrer de Sant Miquel,4,03501,,,38.5361447,-0.1308032
node,5527814506,Colliers Bar,bar,Benidorm,Carrer de Martínez Oriola,11,03501,,,38.5359490,-0.1307812
node,5527814507,La Taberna del Jamón,restaurant,Benidorm,Carrer de Martínez Oriola,,03501,,,38.5358781,-0.1307520
node,5527814508,La Favorita Taberna Selecta,restaurant,Benidorm,Carrer de Martínez Oriola,21,03501,,,38.5356824,-0.1306470
node,5527814510,Twister Cocktail,bar,Benidorm,,,,,,38.5344908,-0.1308486
node,5527814511,Aloha Bar,bar,Benidorm,Plaça Castelar,,03501,,,38.5341058,-0.1309679
node,5527814512,El Castell,cafe,Benidorm,Plaça Castelar,,03501,,,38.5339758,-0.1310191
node,5530484543,Restaurante El Faro,restaurant,Playa de Canet d'en Berenguer,Carrer Benlliure,,,,,39.6737321,-0.2077440
node,5530484547,Sabor de Mar,restaurant,Playa de Canet d'en Berenguer,Carrer Flor de Maig,,,,,39.6811088,-0.2034006
node,5530484549,El Galeón,restaurant,Playa de Canet d'en Berenguer,Passeig Marítim Nou d'Octubre,,,,,39.6775350,-0.2036839
node,5530535646,Las Olas De Poniente,cafe,Benidorm,Carrer de Sant Pere,28,,,,38.5372447,-0.1361505
node,5530535647,El Tunel,bar,Benidorm,Avenida Jaime I,,03502,,,38.5373737,-0.1381153
node,5530535648,La Aeronaval,bar,Benidorm,Avinguda de l'Armada Espanyola,,,,,38.5372886,-0.1394394
node,5530535649,Verano Azul,bar,Benidorm,Avinguda de l'Armada Espanyola,5,03502,,,38.5372764,-0.1400901
node,5530535651,Star Beach,restaurant,Benidorm,Avinguda de l'Armada Espanyola,9,,,,38.5372692,-0.1416614
node,5530535653,L'Aroma,restaurant,Benidorm,Avinguda de l'Armada Espanyola,10,,,,38.5372526,-0.1422744
node,5530535655,Poker,bar,Benidorm,Avinguda de l'Armada Espanyola,21,,,,38.5367817,-0.1487663
node,5530535656,La Dolce Vita,restaurant,Benidorm,Avinguda de l'Armada Espanyola,23,03502,,,38.5366224,-0.1496954
node,5531745643,Restaurant Civera,restaurant,,,,,,,39.5618206,-0.6344779
node,5533261484,Cafeteria de Abajo,cafe,,,,,,,39.4776481,-0.6436211
node,5533275695,Cafeteria de arriba,cafe,,,,,,,39.4826946,-0.6448370
node,5535627164,Restaurant Ca´Popolo,restaurant,Playa de Canet d'en Berenguer,Avinguda de Jaume I,,,,,39.6798664,-0.2072874
node,5535627333,Restaurante Peiper,restaurant,Playa de Canet d'en Berenguer,Carrer Flor de Maig,17,46529,https://www.restaurantesarabella.com/,+34 962 60 70 60;+34 617 075 828,39.6811334,-0.2072339
node,5536548854,El Peñón,restaurant,,,,,http://www.elpenyon.es/,,40.3591310,0.4073276
node,5537618017,Al forn,restaurant,,,,,https://alforn.es/,+34 966 111 555,38.8448836,0.1085010
node,5538163884,Restaurante Pura Vida,restaurant,,Camí l'Atall con Camí l'Estang,,,https://puravida.space/,+34664730808;+34642433453,40.2231958,0.2699960
node,5539680407,La Bombonniere,cafe,,,,,,,38.6008086,-0.0482551
node,5539680410,Mercat,cafe,,,,,,,38.6006425,-0.0484547
node,5539681125,Café Filarmónica,cafe,,,,,,,38.6000175,-0.0484601
node,5539761632,Internacional,cafe,,,,,,,38.6017603,-0.0472895
node,5539761634,Cafetería El Poble,cafe,,,,,,,38.6017127,-0.0476381
node,5542001745,Bar El Pantano,restaurant,,Avenida Europa,4,,,+34 966855017,38.5506427,-0.2633428
node,5545629175,Cafe 23,cafe,Benidorm,Carrer de la Santa Faç,,,,,38.5353824,-0.1311451
node,5545629179,Zest,bar,Benidorm,avenida del Mediterráneo - Avinguda del Mediterranio,51,03503,,,38.5358436,-0.1097652
node,5545629188,Cafe India,restaurant,Benidorm,Avenida del Mediterráneo - Avinguda del Mediterranio,44,,,,38.5361155,-0.1149875
node,5545629190,Silver City Sports Bar,bar,Benidorm,Avenida del Mediterráneo - Avinguda del Mediterranio,29,03503,,,38.5365868,-0.1160468
node,5545710823,Dafa,restaurant,Benidorm,Avenida Sacerdote D. Juan Andrés Rodriguez Serrano,,,,,38.5363796,-0.1232122
node,5545766048,Nuevo Astoria,bar,Benidorm,Carrer de les Ferreries,,,,,38.5373892,-0.1288544
node,5551904731,Can Miquel,restaurant,,,,,,,40.3587749,0.4008220
node,5552010321,marisqueria l’odisea,restaurant,,Carrer de l'Editor Manuel Aguilar,3,46001,https://linktr.ee/Marisquerialodisea,+34 604 94 02 19,39.4726807,-0.3806169
node,5554443921,El Dau,restaurant,,,,,,,40.2935539,-0.2918321
node,5554443923,Tasca El Forn,restaurant,,Carrer del Forn,2,,,,40.2935436,-0.2928020
node,5554867669,Harmony Cafe,cafe,,,,,,,38.8200635,-0.6073844
node,5554869410,Arroceria Ca Beni,restaurant,,,,,,,38.8207834,-0.6167458
node,5554869411,Midpoint Cafe,restaurant,,,,,,,39.4721047,-0.3557782
node,5554869413,Bodega La Ibérica,restaurant,,,,,,,39.4730725,-0.3552999
node,5556335138,Don tapitas,restaurant,,,,,,,38.3309499,-0.5082728
node,5556335139,Brujas,bar,,,,,,,38.3310745,-0.5083197
node,5557858721,Miramar,restaurant,,,,,,,38.4286034,-0.3889754
node,5562226735,Asador Free Wok Alzira,restaurant,Alzira,Carrer d'Albalat,,46600,http://www.asadorfreewokalzira.com/,+34 962 415 748,39.1620301,-0.4291415
node,5563365623,Hong Kong,restaurant,Alzira,Plaza de Alacant,1,46600,https://hongkongalzira.com/,,39.1493326,-0.4322395
node,5564882088,Can Pinet,restaurant,Tàrbena,avinguda de la Constitució,11,03518,,,38.6946079,-0.1037559
node,5564897268,Ca’s Pelut,restaurant,,,,,,,38.6977239,-0.1005716
node,5570915553,El Cañar,restaurant,,,,,,,40.3642149,0.3984755
node,5572232141,GastroFratelli,restaurant,Dénia,Camí del Pou de la Muntanya,21,03700,,+34965753701,38.8297589,0.1027118
node,5572232142,Merendero Gallego,restaurant,,,,,,,38.8287287,0.1025427
node,5573272521,Brunch Corner - Sant Bult,cafe,València,Plaça del Sant Bult,3,46003,https://brunchcornersantbult.business.site/,+34 961489184,39.4749297,-0.3705812
node,5576675329,La Rentaora,restaurant,,Plaça de Mossén Sorell,11,46003,,+34 670396302,39.4778001,-0.3802908
node,5585273921,Baix la Mar,restaurant,,,,,,,38.8447455,0.1091278
node,5586396721,Matamar,bar,,,,,,,38.8450583,0.1093357
node,5586846223,Chachi,cafe,,,,,,,38.8401878,0.1070413
node,5587480922,Bar21,bar,,,,,,,38.6894090,0.1150479
node,5588203221,La Montañeta,restaurant,,calle Álvarez Sereix,1,,,+34 653071986,38.3448964,-0.4886564
node,5588333721,Mariano,bar,,,,,,,38.7131123,0.0450603
node,5588333723,Ca Paus,restaurant,Calp,Avinguda dels Exèrcits Espanyols,12,03710,,+34 696 640 010,38.6446079,0.0519212
node,5588333725,El Cantal,restaurant,,,,,,,38.6403080,0.0687764
node,5588632129,Bolero,restaurant,,,,,,,38.6454430,0.0730341
node,5588632132,Veles i Vents,restaurant,,,,,,,38.6458839,0.0731884
node,5588650323,Mala Vita,bar,,,,,,,38.6411040,0.0729828
node,5588650324,Voramar,restaurant,,,,,,,38.6414848,0.0727739
node,5588650330,Brisa Andaluza,restaurant,,,,,,,38.6431973,0.0723841
node,5588650331,La Terraza,restaurant,,,,,,,38.6434113,0.0724278
node,5588650721,Me da igual Gastro-bar & Cocktails Calpe,restaurant,,"C. Gibraltar, 6,",Edificio Voramar local 2,,https://me-da-igual.eatbu.com/,+34 622902655,38.6416213,0.0726814
node,5588650723,Edén,bar,,,,,,,38.6437249,0.0725163
node,5588650725,Spasso,restaurant,,,,,,,38.6444879,0.0726858
node,5588650731,Status,restaurant,,,,,,,38.6466582,0.0734478
node,5588651621,78,restaurant,,,,,,,38.6441861,0.0725256
node,5588651623,Amalfi da Michele,restaurant,,,,,,,38.6451234,0.0729287
node,5588818125,La Mamma Rossa,restaurant,,,,,,,38.6409654,0.0719938
node,5588818127,La Alcazaba,restaurant,,,,,,,38.6410591,0.0671728
node,5588818525,El mundo de las 6 paellas,restaurant,,,,,,,38.6406850,0.0721412
node,5588818724,Kaluma,bar,,,,,,,38.6414347,0.0722104
node,5588818726,Pollería,restaurant,,,,,,,38.6406629,0.0723503
node,5588818733,LaCena,restaurant,,,,,,,38.6872549,0.1321733
node,5588923723,Vespa's,restaurant,,,,,,,38.6875197,0.1320661
node,5588923822,Ammos,restaurant,,,,,https://ammos.es,+34 966 93 31 14,38.6876154,0.1320455
node,5588926822,Vipan,bar,,,,,,,38.6877570,0.1333056
node,5589132925,Indian Star,restaurant,,,,,,,38.6878822,0.1330402
node,5589132928,Pizza Veloce,restaurant,,,,,,,38.6876930,0.1321507
node,5589132929,Ni Hao,restaurant,,,,,,,38.6881474,0.1320894
node,5589797041,Restaurante Askua,restaurant,València,Carrer de Felip Maria Garín,4,46021,https://www.askuarestaurante.com/,+34 963 37 55 36,39.4685010,-0.3592423
node,5590675336,Ka On,restaurant,,,,,,,38.8414874,0.1101591
node,5593383221,Bar Domingo,restaurant,,,,,,,39.6280713,-0.5939952
node,5595132221,Mike and Roses,restaurant,,Carrer de Pedralba,,,,,39.5950670,-0.5926004
node,5598452387,Cafeteria Fika,cafe,,,,,,,39.4793644,-0.3906632
node,5598473507,100 Montaditos,restaurant,Aldaia,,,,,,39.4716873,-0.4882852
node,5598638750,Pasta Garden,restaurant,,,,,,,39.5309073,-0.4429767
node,5605232122,Star of India,restaurant,,Avenida de Alcoy,22,,,,38.4224720,-0.3935230
node,5608687722,Restobar Gemma Penalva,restaurant,,calle Canalejas,9,,,,38.3429903,-0.4875820
node,5609073222,Restaurante Pópuli,restaurant,,,,,,,38.3702085,-0.4452434
node,5609236022,Reino Asador Buffet,restaurant,,,,,,,39.4732134,-0.4872594
node,5609351421,Las Adelitas,restaurant,,,,,,,39.4664640,-0.3657844
node,5613321922,Incógnito Bar,bar,,Carrer d'Uruguai - Calle de Uruguay,8,03502,,+34 966 80 56 60,38.5385484,-0.1402245
node,5613322621,JJ Bar Prívate,bar,,Carrer d'Uruguai - Calle de Uruguay,4,03502,https://www.jj-private-bar-sauna.es/,+34 966 80 56 60,38.5383732,-0.1390033
node,5613670521,Chiringuito,restaurant,,,,,https://cncampello.com/restauracion-cn-campello/chiringuito/,+34 965 63 73 24,38.4323032,-0.3846392
node,5615140521,El túnel,restaurant,,Avinguda de la Llibertat,81,,,,38.2664787,-0.7100881
node,5615789628,Café Sant Joan,restaurant,,,,,,,39.4912764,-0.4568996
node,5622499472,El taller de la tapa,restaurant,,Avinguda de Montiel,,,,,39.5945044,-0.5882674
node,5625165021,La Birra de Brian,bar,,Carrer de Santa Rosa,3,46021,,,39.4688466,-0.3585571
node,5627034315,L'Om,restaurant,Pego,Calle Ramón y Cajal,18,03780,http://restaurantlom.com/,+34 965 57 12 15,38.8408499,-0.1177323
node,5627065169,La Pianola,restaurant,l'Atzúbia,carrer Pont,6,03786,,,38.8474789,-0.1507200
node,5629982822,Asador Restaurante La Ribera,restaurant,,,,,,,39.1646708,-0.4150322
node,5630691012,Casa Lili,restaurant,,,,,,,38.7057362,0.1360564
node,5634740277,les Masses,bar,,,,,,,38.9359160,-0.2510071
node,5634854423,Buffet Muerde La Pasta,restaurant,Aldaia,,,,,,39.4706846,-0.4880628
node,5635640922,Mesón del Castillo,restaurant,,,,,,,39.4205968,-0.7910026
node,5636899919,Nou Pelotari,restaurant,Benaguasil,Carrer de Paterna,,46180,,,39.6010157,-0.5828146
node,5641660022,La Rosa,restaurant,València,Passeig de Neptú,,46011,,,39.4654845,-0.3234621
node,5641660023,Luan,bar,,,,,,,39.4690876,-0.3794235
node,5642003521,Tanit,restaurant,València,Passeig de Neptú,48,46011,https://tanitvalencia.com,+34962196938,39.4652060,-0.3231895
node,5642590914,Quick Saona,restaurant,Aldaia,,,,,,39.4716039,-0.4876692
node,5642647822,Toastone,bar,,,,,,,39.4697766,-0.3794819
node,5643605422,L'Orxateria,cafe,,,,,,,39.4738331,-0.3784686
node,5643649677,La Pitanza,bar,,,,,,,39.4761808,-0.3805900
node,5644379925,Cafetería Morris,cafe,,,,,,,38.1191945,-0.9570181
node,5645744871,Brox 33,cafe,Buñol,Avenida del Doctor Beltrán Báguena,5,,,,39.4165338,-0.7879608
node,5649461334,Costanorte,restaurant,Vinaròs,Avinguda de Francisco José Balada,15,12500,,,40.4809420,0.4823036
node,5649567356,Restaurante Club Natacion Utiel,restaurant,utiel,Calle de Larra,1,46300,,,39.5689364,-1.2102494
node,5649567361,Sabor de sal,restaurant,,,,,,,39.5740409,-1.2082813
node,5658709921,Restaurante Chino Singapur,restaurant,la Pobla de Vallbona,Avinguda de Cervantes,,46185,,,39.5938375,-0.5538247
node,5662008132,Del Hierro,restaurant,,,,,,,38.7412093,-0.0115089
node,5662008133,Cellers,bar,,,,,,,38.7419328,-0.0132798
node,5670625825,Terrassa sant josep,restaurant,,,,,,+34 962 28 79 56,38.9859986,-0.5178020
node,5670652064,El Pino,restaurant,,,,,,,39.4230839,-0.4907074
node,5672910882,Rincón Italiano,restaurant,,,,,,,39.4842006,-0.3627705
node,5672962221,restaurante pizzeria spaghetti stefan,restaurant,,Carrer del Comte de Montornés,21 b izg,46003,,+34 675862474,39.4739777,-0.3710081
node,5674532022,El retor,restaurant,,,,,,,39.4283320,-0.3659240
node,5676387222,El Caldero Magico,restaurant,,,,,,,38.8404909,0.1044503
node,5677216175,Restaurante Villa Antonia,restaurant,Sant Joan d'Alacant,Carrer Sant Antoni,92,03550,,,38.4045366,-0.4313342
node,5677274171,Bar Pepe,bar,Sant Joan d'Alacant,plaza Maisonave,,03550,,,38.4018442,-0.4362808
node,5677286368,El Gourmet de Kalsa,bar,Sant Joan d'Alacant,plaza Maisonave,28,03550,,,38.4017490,-0.4360355
node,5682468018,Lepanto II,restaurant,,,,,,,39.3535060,-0.4594029
node,5686516877,La Tasca de Jesús Pobre,restaurant,,,,,,,38.7972629,0.0868594
node,5695174328,Café Viena,cafe,,,,,,,38.3949325,-0.4369126
node,5695175515,La vieja encina,restaurant,,,,,,,38.3948251,-0.4368167
node,5695193127,Bar Patraix,restaurant,,plaza de Patraix,,,,,39.4630846,-0.3926883
node,5695365466,Kaf Cafe,restaurant,València,Plaça d'Emili Beüt i Belenguer,7,46020,,,39.4895477,-0.3566357
node,5699490830,El sarao,restaurant,,,,,,,39.6751591,-0.2041566
node,5699972680,Luna,bar,,,,,,,40.3939856,0.4137902
node,5699972692,Lorem,restaurant,,,,,,,40.3941480,0.4139605
node,5699972693,la Marsela,cafe,,,,,,,40.3932424,0.4134538
node,5700075321,El Cagetín,cafe,,Plaça de Sant Jaume,8,46003,https://elcafetinvalencia.business.site/,,39.4765022,-0.3800354
node,5700397689,Restaurante Vinícolas,restaurant,,calle del Notario Salvador Montesinos,,,,,38.3969778,-0.4310860
node,5700397693,Yaho,restaurant,,,,,,,38.4132500,-0.4211548
node,5708233952,Bar Pelotari,restaurant,Benaguasil,Carrer de Llíria,,46180,,,39.5975535,-0.5850952
node,5708242464,Cafe-Bar Monalisa,bar,Benaguasil,Carrer de Pedralba,,46180,,,39.5956544,-0.5868459
node,5710305038,BAR RESTAURANTE PAQUITA C.B,restaurant,,"Ctra. Ain, 28, 12528 Eslida, Castellón",,,https://www.restaurantepaquita.com/,+34 964 62 80 80,39.8820897,-0.3083811
node,5715196550,Delaney's,cafe,,,,,,,38.7434580,-0.0163627
node,5726260378,Cafe Valenciano,cafe,,,,,,,39.8778240,-0.5069073
node,5727842444,The Plaice in the Corner,restaurant,Alicante,Plaza de la Santísima Faz,3,03002,,+34 965 03 42 39,38.3456833,-0.4817233
node,5727908685,Restaurante Cafeteria Turia,restaurant,,Plaça Mestre Vicent Ballester Fandos,2,46013,,,39.4549303,-0.3583564
node,5727972596,El Papagayo del Carmen,restaurant,,Carrer de Quart,13,46001,,,39.4763096,-0.3808608
node,5733239778,La Taberna,restaurant,,Plaza de España,,,,,40.0682115,-0.5226740
node,5733239779,Bocatería Mijares,restaurant,,Plaza de España,,,,,40.0682569,-0.5226489
node,5733239787,La Sede Gastrobar,restaurant,,Calle Canton,7,,,,40.0684269,-0.5227232
node,5734085571,Al-Paladar - Taverna i Take Away,restaurant,València,Carrer de Jaume Esteve Cubells,5,46020,,+34 963 38 93 39,39.4833451,-0.3587316
node,5734614678,Letras y Vinos,cafe,València,Carrer del Músic Belando,15,46020,,+34 960 71 99 44,39.4875792,-0.3596322
node,5740956180,Amaika,restaurant,,,,,,,40.3596092,0.4024687
node,5741763893,Ca Fran,restaurant,,,,,https://cafran.es/,,38.9171180,-0.1152317
node,5742546151,Veromar,cafe,Torrevieja,Avenida Doctor Gregorio Marañón,43,03185,,,37.9735176,-0.6927119
node,5743589622,The ship,bar,,,,,,,38.0014033,-0.6618101
node,5744386739,El Carabasser,restaurant,,Carrer del Reverend Rafael Tramoyeres,35,,,+34 963 89 14 46,39.4846433,-0.3592322
node,5745427821,Les Terrasses de la Torre,restaurant,,,,,,,38.7575474,0.0387892
node,5751380447,L'Olegari,restaurant,,Carrer del Músic Hipòlit Martínez,8,,,+34 653 22 26 81,39.4846362,-0.3551606
node,5752212948,Pizzería Buedo,restaurant,Buñol,Calle del Alcalde Joaquín Masmano Ibáñez,1,46360,,,39.4147560,-0.7872575
node,5754294772,Nonom,restaurant,,Carrer de Baró de San Petrillo,46,,https://nonom.bar/,+34 629260219,39.4871261,-0.3601398
node,5754969862,Oscar,restaurant,,,,,,,38.6333329,0.0302633
node,5764522053,Vegan bombon,cafe,Alicante,calle Canalejas,20,,https://singlutenveganbombon.com,+34 966 36 54 29,38.3431385,-0.4875862
node,5768724772,Vips,restaurant,,,,,,,39.4531126,-0.3541388
node,5768724773,Foster's Hollywood,restaurant,,,,,,,39.4529759,-0.3544982
node,5768724775,100 Montaditos,restaurant,,,,,,,39.4530672,-0.3543030
node,5768730794,Bar Cervecería la Deportiva,bar,,,,,,,39.4742573,-0.3597070
node,5768730795,Bar Ciudad Real,restaurant,,,,,,,39.4743318,-0.3597974
node,5768730796,Bar Manolo el del Bombo,restaurant,,,,,,,39.4743726,-0.3599214
node,5770358306,Cervecería Enjoy|,restaurant,,,,,,,39.2886700,-0.4164356
node,5770358307,Casa La Cuesta,restaurant,,,,,,,39.2951153,-0.4134590
node,5779734009,Barracuda,restaurant,,Avinguda de la Pau,,,http://www.sportbarbarracuda.com/,,38.9954139,-0.1579545
